household_ID,Consumption,Unnamed: 2
ID2712,38.01737672,
ID2714,41.26873601,
ID2715,26.31729922,
ID2717,66.51596507,
ID2719,15.02164117,
ID2721,1.544391317,
ID2722,19.20311628,
ID2727,31.47649589,
ID2728,13.93466068,
ID2730,16.55420574,
ID2738,31.93643969,
ID2747,16.85636432,
ID2748,30.62476233,
ID2749,13.45531859,
ID2750,20.55025377,
ID2751,26.82163547,
ID2753,16.45594289,
ID2758,27.1673045,
ID2760,15.55596656,
ID2764,46.55589447,
ID2766,70.14531641,
ID2768,22.68050012,
ID2769,16.21224607,
ID2770,168.167491,
ID2771,31.53325265,
ID2772,17.66158727,
ID2773,13.63453623,
ID2774,73.0225721,
ID2776,10.88939966,
ID2781,16.11632609,
ID2784,30.38696471,
ID2785,23.42524436,
ID2788,39.40984266,
ID2789,33.32619098,
ID2791,17.75262818,
ID2793,31.641195,
ID2794,5.999324303,
ID2795,23.97762301,
ID2796,18.2197458,
ID2797,12.81810623,
ID2798,30.09417121,
ID2801,16.6493864,
ID2802,57.16714106,
ID2803,17.20030351,
ID2804,10.97650638,
ID2805,17.24257125,
ID2806,16.94949611,
ID2808,2.186979454,
ID2811,44.11422082,
ID2821,24.23708039,
ID2822,13.23502069,
ID2823,8.64276285,
ID2826,32.39483675,
ID2827,27.82486127,
ID2829,10.51653804,
ID2831,17.65548296,
ID2833,6.284762185,
ID2834,26.34107832,
ID2836,26.3573859,
ID2839,43.69543382,
ID2840,14.8393174,
ID2841,17.60267638,
ID2843,28.56138718,
ID2844,16.39746007,
ID2845,23.19430967,
ID2846,17.82142827,
ID2853,20.0906339,
ID2856,25.0846741,
ID2863,3.833805005,
ID2865,13.71550913,
ID2866,4.536528151,
ID2867,7.508291883,
ID2868,33.36131075,
ID2870,20.15457524,
ID2871,40.93939124,
ID2872,43.7576009,
ID2874,22.70501222,
ID2875,5.456346976,
ID2879,11.26845392,
ID2880,21.06132867,
ID2882,26.66887936,
ID2883,21.90102417,
ID2892,17.90026927,
ID2893,3.940740675,
ID2894,20.46975207,
ID2895,19.18425004,
ID2900,35.14880292,
ID2901,16.57758112,
ID2902,15.70559642,
ID2906,24.81279229,
ID2908,1.828928798,
ID2910,23.84332494,
ID2911,44.12229715,
ID2913,16.22942665,
ID2918,23.68905654,
ID2920,25.6257183,
ID2921,19.03675973,
ID2923,71.74876001,
ID2925,4.441220763,
ID2927,14.20353076,
ID2929,35.83649687,
ID2930,35.73303321,
ID2932,6.582696632,
ID2933,11.49219234,
ID2934,8.170459592,
ID2937,27.74899772,
ID2938,13.90676087,
ID2939,23.23732386,
ID2942,28.37087871,
ID2944,23.04255493,
ID2946,7.80915669,
ID2948,43.63284495,
ID2951,27.47211085,
ID2952,21.96303454,
ID2953,46.64480601,
ID2954,27.01550403,
ID2955,23.54004018,
ID2956,4.349401272,
ID2962,50.218236,
ID2964,13.54317617,
ID2966,25.42386944,
ID2968,15.78903666,
ID2970,10.32892338,
ID2971,10.91963867,
ID2973,21.61669614,
ID2975,11.16084435,
ID2977,35.91770289,
ID2979,12.21106847,
ID2980,0.143888072,
ID2981,2.096158727,
ID2982,3.414046594,
ID2983,16.50410164,
ID2984,5.408030095,
ID2986,15.17021109,
ID2990,24.92505513,
ID2991,20.5193955,
ID2992,27.72843678,
ID2998,25.09004515,
ID2999,79.82428553,
ID3001,3.060738102,
ID3002,2.711388065,
ID3004,13.57248467,
ID3005,18.40428558,
ID3006,61.75829159,
ID3009,29.73259342,
ID3010,14.00926732,
ID3011,19.9909089,
ID3016,50.28720296,
ID3018,34.52806024,
ID3019,36.44340131,
ID3026,13.71524848,
ID3027,7.221517793,
ID3028,3.973763282,
ID3029,1.964141003,
ID3030,14.19943976,
ID3032,41.7201366,
ID3033,20.20892576,
ID3034,15.51261479,
ID3035,21.68970443,
ID3036,20.85149395,
ID3038,19.96150232,
ID3039,29.54865001,
ID3040,37.9480266,
ID3041,37.65880993,
ID3043,39.48057089,
ID3044,28.85153561,
ID3045,20.65826871,
ID3046,42.56571647,
ID3047,14.33201617,
ID3048,22.84697102,
ID3049,14.56553145,
ID3050,35.83885273,
ID3058,75.68640309,
ID3062,39.93146487,
ID3063,38.47551981,
ID3065,8.755485738,
ID3066,30.29903247,
ID3067,18.47903761,
ID3068,53.13869561,
ID3069,71.23654484,
ID3070,69.12513953,
ID3072,44.33082055,
ID3073,18.27039097,
ID3074,59.2884336,
ID3075,32.75265384,
ID3076,26.71057528,
ID3077,15.24034545,
ID3078,11.82990028,
ID3080,28.27735566,
ID3081,21.75772016,
ID3082,15.52036484,
ID3083,4.272118312,
ID3087,9.142506849,
ID3093,9.843795275,
ID3094,43.10569056,
ID3095,128.3881813,
ID3100,24.03770277,
ID3102,17.09113574,
ID3103,28.67487432,
ID3107,18.5387284,
ID3110,60.44005703,
ID3112,13.73361324,
ID3113,66.92908588,
ID3114,7.742794878,
ID3115,24.61812019,
ID3117,37.32733837,
ID3119,11.27323126,
ID3120,27.88087424,
ID3121,49.32013802,
ID3122,1.420802835,
ID3124,25.3929438,
ID3133,35.3973434,
ID3135,17.42797163,
ID3136,20.04366676,
ID3138,25.01037544,
ID3139,25.16516192,
ID3140,8.400259702,
ID3141,17.79067268,
ID3142,1.809037799,
ID3143,3.613185758,
ID3144,5.531897021,
ID3145,0.388247275,
ID3146,7.885171881,
ID3147,4.334338022,
ID3148,45.32203839,
ID3149,43.90442245,
ID3150,19.12699254,
ID3151,29.55305305,
ID3157,27.55387589,
ID3158,9.554644271,
ID3160,14.7439654,
ID3162,3.518642175,
ID3164,30.03445393,
ID3165,15.42544097,
ID3166,14.34909322,
ID3167,30.19974483,
ID3168,21.68442853,
ID3170,33.87590032,
ID3171,9.715512917,
ID3173,17.10525971,
ID3174,6.051949928,
