household_ID,SumOfAppliances
ID1563,233.25
ID1564,181.5
ID1565,190.66
ID1567,191.12
ID1568,2.0
ID1569,186.24
ID1570,175.41
ID1571,197.25
ID1572,3.2
ID1573,356.33
ID1574,14.33
ID1575,218.0
ID1576,229.25
ID1577,1.0
ID1578,216.58
ID1579,204.0
ID1580,206.6
ID1581,196.06
ID1582,1.0
ID1583,190.75
ID1584,6.0
ID1585,221.0
ID1586,214.25
ID1587,4.25
ID1588,207.0
ID1589,177.25
ID1590,190.0
ID1591,187.0
ID1592,202.4
ID1593,244.5
ID1594,191.0
ID1595,32.41
ID1596,204.0
ID1597,188.25
ID1598,189.2
ID1599,227.1
ID1600,145.0
ID1601,157.1
ID1602,236.62
ID1603,253.5
ID1604,270.75
ID1605,189.08
ID1606,258.0
ID1607,212.75
ID1608,203.0
ID1609,207.525
ID1610,245.75
ID1611,161.0
ID1612,43.0
ID1613,248.55
ID1614,270.66
ID1615,404.0
ID1616,180.83
ID1617,75.0
ID1618,275.0
ID1619,250.5
ID1620,206.0
ID1621,258.31
ID1622,275.0
ID1623,174.25
ID1624,193.0
ID1625,30.0
ID1626,219.75
ID1627,186.5
ID1628,174.75
ID1629,199.0
ID1630,201.12
ID1631,189.0
ID1632,206.91
ID1633,171.25
ID1634,89.0
ID1635,30.06
ID1636,201.75
ID1637,183.0
ID1638,1.5
ID1639,8.37
ID1640,1.0
ID1641,213.75
ID1642,452.76
ID1643,198.45
ID1644,17.5
ID1645,177.9
ID1646,266.75
ID1647,172.5
ID1648,57.25
ID1649,320.33
ID1650,230.86
ID1651,197.33
ID1652,200.25
ID1653,233.75
ID1654,2.5
ID1655,259.0
ID1656,59.8
ID1657,194.58
ID1658,407.33
ID1659,51.0
ID1660,191.0
ID1661,182.49
ID1662,205.0
ID1663,184.0
ID1664,213.0
ID1665,199.05
ID1666,202.25
ID1667,267.5
ID1668,7.0
ID1669,233.66
ID1670,39.0
ID1671,7.0
ID1672,195.85
ID1673,196.25
ID1674,111.0
ID1675,183.05
ID1676,181.55
ID1677,182.5
ID1678,219.0
ID1679,287.1
ID1680,181.13
ID1681,192.4
ID1682,184.0
ID1683,222.75
ID1684,368.0
ID1685,235.75
ID1686,208.25
ID1687,269.0
ID1688,6.5
ID1689,175.393
ID1690,160.0
ID1691,174.0
ID1692,1.0
ID1693,198.5
ID1694,226.5
ID1695,143.35
ID1696,34.71
ID1697,30.0
ID1698,203.41
ID1699,8.55
ID1700,364.75
ID1701,178.025
ID1702,280.5
ID1703,196.11
ID1704,199.75
ID1705,204.5
ID1706,86.25
ID1707,171.0
ID1708,192.5
ID1709,121.525
ID1710,174.05
ID1711,206.0
ID1712,105.66
ID1713,205.0
ID1714,179.75
ID1715,211.5
ID1716,193.0
ID1717,268.13
ID1718,407.25
ID1719,142.16
ID1720,173.0
ID1721,179.25
ID1722,262.0
ID1723,201.82
ID1724,10.25
ID1725,183.65
ID1726,219.6
ID1727,201.75
ID1728,189.75
ID1729,273.75
ID1730,248.41
ID1731,233.74
ID1732,278.0
ID1733,251.5
ID1734,204.1
ID1735,3.5
ID1736,232.0
ID1737,169.66
ID1738,224.83
ID1739,284.5
ID1740,31.3
ID1741,196.813
ID1742,183.1
ID1743,252.56
ID1744,263.33
ID1745,211.25
ID1746,214.08
ID1747,203.5
ID1748,197.0
ID1749,113.0
ID1750,215.575
ID1751,50.0
ID1752,223.0
ID1753,225.62
ID1754,215.25
ID1755,17.31
ID1756,1.5
ID1757,169.0
ID1758,202.5
ID1759,209.87
ID1760,189.75
ID1761,192.5
ID1762,408.7
ID1763,7.0
ID1764,365.35
ID1765,169.0
ID1766,20.07
ID1767,20.25
ID1768,320.0
ID1769,207.0
ID1770,207.33
ID1771,173.06
ID1772,207.5
ID1773,440.777
ID1774,197.5
ID1775,169.5
ID1776,4.66
ID1777,190.43
ID1778,190.0
ID1779,188.9
ID1780,188.5
ID1782,264.33
ID1783,262.5
ID1784,228.82
ID1785,177.0
ID1786,104.0
ID1787,245.5
ID1788,205.0
ID1789,189.86
ID1790,290.393
ID1791,191.07
ID1792,232.75
ID1794,269.25
ID1795,2.0
ID1796,216.5
ID1797,487.0
ID1798,198.53
ID1799,184.25
ID1800,33.5
ID1801,171.5
ID1802,203.5
ID1803,190.0
ID1804,81.75
ID1805,42.25
ID1806,208.5
ID1807,1.0
ID1808,72.48
ID1809,1.0
ID1810,203.83
ID1811,141.0
ID1812,1.0
ID1813,193.75
ID1814,100.75
ID1815,206.49
ID1816,253.94
ID1817,220.7
ID1818,221.66
ID1819,20.0
ID1820,135.5
ID1821,285.0
ID1822,183.9
ID1823,23.6
ID1824,51.0
ID1825,208.25
ID1826,285.0
ID1827,169.5
ID1828,195.75
ID1829,177.5
ID1830,50.25
ID1831,188.25
ID1832,178.5
ID1833,123.25
ID1834,222.75
ID1835,195.0
ID1836,221.3
ID1837,14.0
ID1838,209.5
ID1839,139.75
ID1840,180.0
ID1841,187.0
ID1842,261.75
ID1843,265.5
ID1844,171.0
ID1845,176.2
ID1846,197.0
ID1847,208.25
ID1848,173.5
ID1849,1.0
ID1850,191.0
ID1851,207.5
ID1852,209.5
ID1853,29.275
ID1854,177.7
ID1855,125.0
ID1856,126.25
ID1857,216.08
ID1858,210.083
ID1859,15.0
ID1860,85.66
ID1861,32.0
ID1862,224.75
ID1863,209.52
ID1864,211.25
ID1865,190.25
ID1866,105.0
ID1867,211.0
ID1868,214.03
ID1869,242.26
ID1870,40.98
ID1871,169.9
ID1872,50.0
ID1873,187.75
ID1874,170.4
ID1875,172.0
ID1876,4.75
ID1877,184.65
ID1878,53.33
ID1879,169.75
ID1880,218.9
ID1881,201.58
ID1882,1.0
ID1883,168.41
ID1884,218.0
ID1885,169.32
ID1886,149.24
ID1887,241.75
ID1888,228.3
ID1889,3.45
ID1890,215.75
ID1891,58.91
ID1892,190.08
ID1893,177.16
ID1894,171.75
ID1895,208.3
ID1896,267.21
ID1897,244.75
ID1898,2.3
ID1899,191.1
ID1900,0.0
ID1901,200.25
ID1902,208.85
ID1903,21.5
ID1904,50.25
ID1905,11.8
ID1906,241.16
ID1907,156.25
ID1908,197.0
ID1909,199.75
ID1910,183.66
ID1911,198.35
ID1912,179.25
ID1913,203.0
ID1914,207.0
ID1915,24.5
ID1916,258.6
ID1917,189.0
ID1918,182.0
ID1919,63.0
ID1920,169.35
ID1921,203.33
ID1922,180.0
ID1923,74.0
ID1924,174.78
ID1925,173.0
ID1926,303.28
ID1927,298.5
ID1928,168.25
ID1929,175.25
ID1930,0.66
ID1931,93.75
ID1932,185.3
ID1933,192.5
ID1934,168.25
ID1935,77.75
ID1936,157.33
ID1937,193.0
ID1938,288.0
ID1939,4.75
ID1940,32.25
ID1941,185.25
ID1942,214.58
ID1943,6.58
ID1944,199.5
ID1945,188.5
ID1946,11.5
ID1947,200.5
ID1948,298.16
ID1949,259.56
ID1950,424.0
ID1951,3.71
ID1952,48.16
ID1953,195.08
ID1954,173.0
ID1955,10.0
ID1956,414.85
ID1957,214.58
ID1958,234.81
ID1959,224.0
ID1960,173.0
ID1961,37.0
ID1962,165.08
ID1964,203.0
ID1965,218.35
ID1966,267.66
ID1967,30.0
ID1968,230.0
ID1969,203.5
ID1970,254.74
ID1971,216.62
ID1972,5.41
ID1973,201.49
ID1974,263.41
ID1975,168.25
ID1976,169.33
ID1977,70.0
ID1978,256.5
ID1979,212.25
ID1980,213.0
ID1981,224.25
ID1982,202.25
ID1983,78.0
ID1984,267.25
ID1985,218.75
ID1986,250.5
ID1987,220.36
ID1988,98.0
ID1989,210.5
ID1990,165.0
ID1991,60.5
ID1992,427.75
ID1993,429.5
ID1994,280.7
ID1995,123.12
ID1996,224.06
ID1997,248.5
ID1998,164.0
ID1999,159.75
ID2000,170.0
ID2001,269.55
ID2002,87.0
ID2004,179.0
ID2005,197.0
ID2006,176.0
ID2007,168.75
ID2008,227.025
ID2009,196.0
ID2010,181.0
ID2011,364.5
ID2012,171.25
ID2013,173.5
ID2014,197.2
ID2015,16.15
ID2016,2.0
ID2017,488.65
ID2018,42.0
ID2019,203.0
ID2020,201.83
ID2021,178.8
ID2022,126.75
ID2023,190.91
ID2024,12.28
ID2025,237.0
ID2026,221.5
ID2027,207.2
ID2028,158.85
ID2029,46.5
ID2030,177.8
ID2031,28.0
ID2032,239.0
ID2033,174.5
ID2034,46.5
ID2035,209.46
ID2036,176.62
ID2037,35.0
ID2038,281.25
ID2039,182.75
ID2040,205.0
ID2041,283.2
ID2042,234.95
ID2043,211.0
ID2044,61.0
ID2045,222.025
ID2046,20.0
ID2047,204.3
ID2048,204.25
ID2049,3.58
ID2050,2.0
ID2051,1.0
ID2052,17.5
ID2053,1.75
ID2054,192.5
ID2055,2.5
ID2056,201.58
ID2057,213.635
ID2058,271.0
ID2059,169.0
ID2060,196.5
ID2061,223.0
ID2062,7.33
ID2063,250.87
ID2064,184.25
ID2065,227.35
ID2066,182.25
ID2067,225.0
ID2068,44.0
ID2069,81.0
ID2070,172.0
ID2071,49.0
ID2072,172.58
ID2073,287.25
ID2074,213.0
ID2075,196.5
ID2076,399.29
ID2077,234.95
ID2078,194.58
ID2079,39.0
ID2080,241.0
ID2081,111.71
ID2082,255.66
ID2083,220.91
ID2084,201.16
ID2085,1.25
ID2086,1.0
ID2087,169.24
ID2088,208.5
ID2089,7.0
ID2090,116.5
ID2091,214.5
ID2092,212.75
ID2093,204.0
ID2094,242.25
ID2095,448.445
ID2096,220.41
ID2097,92.0
ID2098,1.0
ID2099,176.75
ID2100,23.5
ID2101,86.25
ID2102,169.25
ID2103,1.49
ID2104,198.0
ID2105,168.0
ID2106,245.33
ID2107,181.58
ID2108,128.6
ID2109,175.33
ID2110,188.0
ID2111,170.01
ID2112,221.83
ID2113,218.0
ID2114,204.15
ID2115,222.0
ID2116,72.41
ID2117,131.125
ID2118,212.08
ID2119,176.7
ID2121,126.29
ID2122,233.15
ID2123,170.2
ID2124,2.0
ID2125,118.0
ID2126,220.0
ID2127,15.0
ID2128,174.25
ID2129,268.97
ID2130,227.93
ID2131,232.66
ID2132,267.74
ID2133,207.99
ID2134,18.0
ID2135,28.0
ID2136,169.0
ID2137,181.0
ID2138,223.95
ID2139,179.3
ID2140,425.26
ID2141,237.0
ID2142,219.4
ID2143,263.24
ID2144,202.5
ID2146,190.66
ID2147,173.5
ID2148,190.0
ID2149,242.0
ID2150,307.0
ID2151,202.0
ID2152,215.75
ID2153,176.5
ID2154,1.0
ID2155,183.5
ID2156,174.58
ID2157,14.0
ID2158,4.0
ID2159,21.0
ID2160,213.5
ID2161,184.0
ID2162,0.0
ID2163,203.5
ID2164,89.0
ID2165,200.75
ID2166,218.0
ID2167,750.2
ID2168,111.47
ID2169,278.87
ID2170,71.58
ID2171,179.0
ID2172,3.0
ID2173,193.0
ID2174,142.16
ID2175,179.65
ID2176,175.16
ID2177,197.35
ID2178,179.55
ID2179,420.8
ID2180,191.0
ID2181,97.0
ID2182,34.0
ID2183,192.75
ID2184,185.75
ID2185,197.75
ID2186,177.0
ID2187,191.0
ID2188,10.0
ID2189,4.5
ID2191,4.0
ID2192,171.33
ID2193,184.75
ID2194,693.7
ID2195,238.0
ID2196,25.75
ID2197,4.1
ID2198,75.3
ID2199,74.33
ID2200,190.5
ID2201,200.33
ID2202,160.125
ID2203,17.21
ID2204,206.61
ID2205,89.91
ID2206,29.5
ID2207,251.25
ID2208,220.0
ID2209,252.4
ID2210,178.74
ID2211,208.0
ID2212,87.5
ID2213,7.25
ID2214,24.0
ID2215,51.25
ID2216,0.0
ID2217,173.0
ID2218,188.87
ID2219,10.38
ID2220,276.5
ID2221,393.25
ID2222,176.0
ID2223,358.833
ID2224,174.0
ID2225,195.83
ID2226,276.83
ID2227,174.16
ID2228,233.41
ID2229,276.23
ID2230,303.16
ID2231,224.0
ID2232,29.0
ID2233,202.75
ID2234,38.0
ID2235,190.0
ID2236,75.0
ID2237,218.3
ID2238,2.0
ID2239,301.5
ID2240,205.43
ID2241,50.0
ID2242,23.0
ID2243,198.5
ID2244,260.5
ID2245,97.58
ID2246,222.1
ID2247,200.25
ID2248,260.75
ID2249,172.8
ID2250,104.25
ID2251,248.0
ID2252,292.0
ID2253,81.6
ID2254,193.33
ID2255,169.25
ID2256,400.75
ID2257,270.0
ID2258,17.33
ID2259,106.25
ID2260,173.3
ID2261,214.0
ID2262,575.675
ID2263,193.0
ID2264,22.5
ID2265,151.5
ID2266,230.25
ID2267,11.0
ID2268,23.025
ID2269,183.2
ID2270,196.0
ID2271,199.0
ID2272,192.0
ID2273,207.3
ID2274,17.0
ID2275,243.16
ID2276,227.0
ID2277,267.375
ID2278,246.32
ID2279,175.7
ID2280,243.6
ID2281,1.0
ID2282,204.66
ID2283,19.91
ID2284,170.75
ID2285,201.58
ID2286,71.0
ID2287,137.5
ID2288,253.25
ID2289,1.0
ID2290,1.0
ID2291,224.5
ID2292,194.16
ID2293,9.0
ID2294,170.75
ID2295,201.0
ID2296,238.25
ID2297,29.5
ID2298,286.32
ID2299,42.25
ID2300,190.25
ID2301,251.0
ID2302,189.0
ID2303,14.25
ID2304,31.5
ID2305,44.0
ID2306,202.63
ID2307,259.82
ID2308,178.0
ID2309,189.25
ID2310,200.66
ID2311,181.493
ID2312,193.49
ID2313,242.5
ID2314,396.25
ID2315,0.83
ID2316,374.0
ID2317,226.4
ID2318,3.05
ID2319,57.25
ID2320,196.75
ID2321,189.0
ID2322,15.316
ID2323,291.28
ID2324,255.75
ID2326,172.0
ID2327,36.16
ID2328,217.49
ID2329,121.75
ID2330,221.41
ID2331,43.0
ID2332,257.37
ID2333,84.0
ID2334,264.0
ID2335,357.16
ID2336,2.5
ID2337,40.32
ID2338,279.75
ID2339,14.0
ID2340,6.5
ID2341,69.87
ID2342,189.6
ID2343,46.86
ID2344,178.66
ID2345,24.2
ID2346,178.0
ID2347,248.0
ID2348,230.5
ID2349,201.75
ID2350,516.0
ID2351,42.83
ID2352,28.0
ID2353,205.566
ID2354,208.25
ID2355,222.0
ID2356,213.5
ID2357,178.85
ID2358,222.0
ID2359,84.41
ID2360,197.3
ID2361,249.33
ID2362,196.83
ID2363,203.75
ID2364,15.0
ID2365,222.31
ID2366,173.15
ID2367,129.5
ID2368,268.25
ID2369,420.0
ID2370,36.0
ID2371,209.25
ID2372,212.0
ID2373,86.25
ID2374,36.25
ID2375,193.5
ID2376,187.5
ID2377,169.0
ID2378,0.0
ID2379,200.0
ID2380,24.16
ID2381,182.0
ID2382,205.85
ID2383,192.0
ID2384,241.25
ID2385,0.58
ID2386,4.0
ID2387,204.16
ID2388,179.33
ID2389,202.88
ID2390,63.25
ID2391,215.35
ID2392,67.75
ID2393,170.41
ID2394,172.0
ID2395,276.58
ID2396,93.83
ID2397,2.33
ID2398,207.0
ID2399,282.25
ID2400,48.0
ID2401,15.0
ID2402,244.0
ID2403,18.5
ID2404,203.0
ID2405,183.5
ID2406,138.0
ID2407,257.0
ID2408,195.0
ID2409,201.8
ID2410,257.0
ID2411,189.75
ID2412,76.0
ID2413,192.75
ID2414,197.0
ID2415,178.33
ID2416,282.0
ID2417,605.33
ID2418,216.0
ID2419,200.75
ID2420,517.0
ID2421,176.25
ID2422,216.45
ID2423,169.0
ID2424,33.0
ID2425,226.5
ID2426,185.0
ID2427,8.25
ID2428,220.0
ID2429,49.5
ID2430,204.0
ID2431,214.31
ID2432,178.05
ID2433,192.8
ID2434,53.31
ID2435,21.25
ID2436,205.33
ID2437,147.75
ID2438,92.81
ID2439,220.66
ID2440,244.05
ID2441,169.0
ID2442,190.16
ID2443,178.6
ID2444,1.45
ID2445,197.0
ID2446,196.0
ID2447,185.28
ID2448,358.0
ID2449,193.29
ID2450,249.33
ID2451,204.33
ID2452,196.31
ID2453,35.08
ID2454,43.0
ID2455,1.0
ID2456,104.75
ID2457,183.0
ID2458,146.0
ID2459,192.06
ID2460,195.75
ID2461,220.0
ID2462,399.75
ID2463,13.0
ID2464,204.32
ID2465,49.5
ID2466,50.0
ID2467,205.15
ID2468,274.0
ID2469,185.0
ID2470,357.0
ID2471,180.5
ID2472,219.36
ID2473,191.75
ID2474,221.58
ID2475,186.0
ID2476,53.16
ID2477,201.25
ID2479,172.1
ID2480,213.0
ID2481,211.0
ID2482,176.66
ID2483,194.37
ID2484,58.55
ID2485,169.25
ID2486,239.25
ID2487,26.0
ID2488,207.25
ID2489,191.0
ID2490,176.0
ID2492,7.0
ID2493,126.0
ID2494,192.0
ID2495,36.5
ID2496,194.42
ID2497,196.25
ID2498,198.0
ID2499,172.63
ID2500,45.0
ID2501,125.25
ID2502,36.5
ID2503,273.35
ID2504,180.75
ID2505,35.5
ID2506,41.66
ID2507,214.0
ID2508,187.66
ID2509,36.0
ID2510,220.25
ID2511,196.5
ID2512,183.8
ID2513,216.0
ID2514,206.25
ID2515,195.0
ID2516,42.5
ID2517,176.75
ID2518,204.0
ID2519,204.75
ID2520,187.0
ID2521,172.5
ID2522,268.25
ID2523,176.5
ID2524,250.0
ID2525,18.75
ID2526,199.0
ID2527,171.56
ID2528,224.31
ID2529,184.25
ID2530,46.75
ID2531,3.5
ID2532,145.0
ID2533,271.03
ID2534,220.33
ID2535,188.8
ID2536,215.5
ID2537,184.33
ID2538,247.66
ID2539,212.91
ID2540,13.25
ID2541,15.5
ID2542,14.0
ID2543,243.5
ID2544,4.25
ID2545,207.56
ID2546,83.5
ID2547,189.24
ID2548,188.75
ID2549,120.25
ID2550,6.0
ID2551,228.57
ID2552,197.5
ID2553,284.08
ID2554,18.75
ID2555,206.0
ID2556,6.0
ID2557,17.97
ID2558,186.13
ID2559,274.13
ID2560,270.8
ID2561,191.59
ID2562,188.39
ID2563,258.75
ID2564,205.91
ID2565,10.0
ID2566,170.5
ID2567,189.5
ID2568,322.0
ID2569,178.7
ID2570,1.0
ID2571,238.25
ID2572,225.0
ID2573,59.0
ID2574,28.33
ID2575,169.0
ID2576,71.75
ID2577,176.25
ID2578,182.5
ID2579,21.75
ID2580,183.0
ID2581,267.25
ID2582,241.83
ID2583,198.0
ID2584,203.41
ID2585,221.63
ID2586,190.0
ID2587,201.75
ID2588,212.3
ID2589,70.5
ID2590,218.5
ID2591,40.05
ID2592,168.66
ID2593,228.55
ID2594,180.7
ID2595,81.0
ID2596,219.25
ID2597,206.0
ID2598,174.99
ID2599,281.0
ID2600,241.0
ID2601,186.95
ID2602,4.5
ID2603,30.0
ID2604,204.16
ID2605,176.0
ID2606,226.5
ID2607,21.58
ID2608,172.316
ID2609,411.25
ID2610,80.83
ID2611,172.25
ID2612,188.5
ID2613,249.0
ID2614,192.0
ID2615,279.5
ID2616,246.5
ID2617,181.25
ID2618,243.0
ID2619,53.5
ID2620,202.5
ID2621,181.5
ID2622,176.66
ID2623,161.0
ID2624,5.03
ID2625,189.0
ID2626,212.58
ID2627,59.75
ID2628,196.83
ID2629,251.16
ID2630,123.0
ID2631,197.0
ID2632,193.93
ID2634,189.25
ID2635,171.75
ID2636,207.0
ID2637,229.58
ID2638,174.5
ID2639,200.25
ID2640,159.33
ID2641,224.0
ID2642,0.66
ID2643,139.25
ID2644,247.0
ID2645,199.5
ID2646,157.85
ID2647,39.0
ID2648,9.0
ID2649,234.25
ID2650,214.251
ID2651,172.33
ID2652,0.25
ID2653,119.0
ID2654,189.58
ID2655,38.5
ID2656,135.75
ID2658,7.25
ID2659,218.33
ID2660,347.91
ID2661,10.72
ID2662,189.66
ID2663,95.0
ID2664,203.0
ID2665,0.0
ID2666,232.83
ID2667,88.0
ID2668,182.0
ID2669,165.06
ID2670,251.0
ID2671,136.5
ID2672,208.75
ID2673,181.25
ID2674,40.5
ID2675,171.25
ID2676,182.25
ID2677,192.0
ID2678,253.0
ID2679,4.0
ID2680,209.45
ID2681,195.06
ID2682,416.0
ID2683,196.08
ID2684,7.25
ID2686,176.2
ID2687,8.0
ID2688,0.5
ID2689,191.0
ID2690,204.0
ID2691,211.58
ID2692,5.0
ID2693,3.0
ID2695,0.5
ID2696,203.3
ID2697,56.33
ID2698,41.4
ID2699,194.0
ID2700,3.75
ID2701,88.0
ID2702,198.08
ID2703,203.75
ID2704,214.7
ID2705,197.0
ID2706,40.0
ID2707,129.83
ID2708,120.66
ID2709,285.0
ID2710,394.5
ID2711,209.83
ID2712,211.25
ID2713,199.0
ID2714,14.33
ID2715,177.58
ID2716,210.45
ID2717,195.0
ID2718,177.0
ID2719,169.49
ID2720,15.0
ID2721,5.66
ID2722,176.0
ID2723,183.3
ID2724,205.05
ID2725,172.75
ID2726,168.0
ID2727,270.57
ID2728,35.0
ID2729,212.0
ID2730,183.96
ID2731,172.58
ID2732,196.5
ID2733,175.0
ID2734,192.58
ID2735,369.85
ID2736,220.75
ID2737,129.6
ID2738,208.0
ID2739,187.0
ID2740,216.5
ID2741,36.25
ID2742,85.25
ID2743,0.0
ID2744,171.5
ID2745,216.0
ID2746,232.75
ID2747,0.58
ID2748,206.5
ID2749,190.5
ID2750,240.0
ID2751,186.5
ID2752,245.0
ID2753,192.58
ID2754,176.75
ID2755,211.0
ID2756,196.0
ID2757,178.5
ID2758,32.5
ID2759,349.0
ID2760,205.75
ID2761,134.25
ID2762,210.5
ID2763,276.5
ID2764,170.66
ID2765,198.0
ID2766,184.66
ID2767,209.5
ID2768,172.0
ID2769,17.0
ID2770,199.1
ID2771,223.27
ID2772,120.53
ID2773,22.5
ID2774,474.2
ID2775,252.5
ID2776,185.75
ID2777,179.58
ID2778,428.0
ID2779,252.99
ID2780,261.25
ID2781,296.25
ID2782,191.3
ID2784,190.75
ID2785,221.65
ID2786,123.72
ID2787,182.5
ID2788,181.06
ID2789,414.81
ID2790,233.0
ID2791,171.7
ID2793,222.81
ID2794,2.96
ID2795,28.25
ID2796,225.0
ID2797,47.0
ID2798,189.25
ID2799,183.25
ID2800,179.75
ID2801,193.55
ID2802,219.91
ID2803,173.56
ID2804,206.66
ID2805,211.75
ID2806,216.5
ID2807,240.5
ID2808,199.75
ID2809,208.5
ID2810,425.0
ID2811,366.32
ID2812,204.5
ID2813,194.0
ID2814,301.25
ID2815,352.08
ID2816,21.75
ID2817,275.58
ID2818,18.08
ID2819,192.75
ID2820,191.16
ID2821,193.75
ID2822,185.58
ID2823,179.58
ID2824,91.83
ID2825,168.0
ID2826,235.25
ID2827,230.16
ID2828,9.5
ID2829,176.0
ID2830,203.85
ID2831,214.25
ID2832,193.57
ID2833,250.16
ID2834,275.4
ID2835,228.33
ID2836,150.55
ID2837,180.5
ID2838,257.31
ID2839,173.51
ID2840,180.22
ID2841,200.66
ID2842,189.25
ID2843,3.3
ID2844,125.0
ID2845,199.33
ID2846,220.5
ID2847,192.65
ID2848,173.15
ID2849,222.24
ID2850,176.3
ID2851,217.75
ID2852,173.75
ID2853,14.66
ID2854,73.5
ID2855,212.85
ID2856,9.73
ID2857,4.66
ID2858,186.4
ID2859,235.0
ID2860,249.0
ID2861,99.5
ID2862,78.25
ID2863,257.08
ID2864,3.1
ID2865,353.15
ID2866,114.0
ID2867,308.0
ID2868,201.25
ID2869,179.2
ID2870,28.0
ID2871,75.0
ID2872,36.32
ID2873,131.81
ID2874,232.91
ID2875,188.81
ID2876,42.75
ID2877,172.25
ID2878,28.0
ID2879,197.75
ID2880,1.1
ID2881,34.0
ID2882,201.75
ID2883,283.08
ID2884,7.0
ID2885,0.0
ID2886,202.33
ID2887,254.5
ID2888,1.5
ID2889,0.66
ID2890,206.0
ID2891,201.75
ID2892,269.685
ID2893,221.5
ID2894,167.525
ID2895,116.0
ID2896,185.81
ID2897,14.0
ID2898,174.75
ID2900,221.07
ID2901,181.75
ID2902,228.46
ID2903,243.78
ID2904,48.5
ID2905,108.5
ID2906,187.07
ID2907,2.0
ID2908,399.83
ID2909,38.5
ID2910,247.08
ID2911,216.7
ID2912,233.0
ID2913,192.5
ID2914,207.0
ID2915,21.0
ID2916,201.5
ID2917,191.33
ID2918,202.303
ID2919,198.0
ID2920,169.75
ID2921,168.0
ID2922,352.0
ID2923,403.25
ID2924,231.12
ID2925,0.0
ID2926,0.0
ID2927,168.2
ID2928,203.74
ID2929,195.0
ID2930,220.58
ID2931,202.75
ID2932,354.99
ID2933,135.49
ID2934,32.25
ID2935,0.0
ID2936,192.5
ID2937,203.3
ID2938,177.0
ID2939,258.66
ID2940,88.905
ID2941,194.5
ID2942,218.25
ID2943,190.0
ID2944,125.3
ID2945,35.75
ID2946,201.93
ID2947,5.0
ID2948,36.75
ID2949,397.2
ID2950,188.0
ID2951,208.0
ID2952,211.0
ID2953,18.45
ID2954,191.0
ID2955,169.0
ID2956,240.75
ID2957,220.68
ID2958,173.15
ID2959,217.25
ID2960,0.0
ID2961,242.87
ID2962,193.17
ID2963,214.6
ID2964,28.5
ID2965,110.0
ID2966,28.0
ID2967,239.0
ID2968,182.0
ID2969,343.5
ID2970,232.0
ID2971,3.0
ID2972,191.108
ID2973,227.5
ID2974,476.56
ID2975,175.25
ID2976,210.835
ID2977,387.058
ID2978,135.5
ID2979,192.4
ID2980,185.0
ID2981,26.0
ID2982,256.0
ID2983,222.25
ID2984,257.22
ID2985,199.33
ID2986,203.16
ID2987,173.0
ID2988,178.0
ID2989,79.0
ID2990,171.56
ID2991,2.5
ID2992,183.25
ID2993,184.75
ID2994,379.6
ID2995,184.0
ID2996,227.56
ID2997,214.75
ID2998,233.97
ID2999,544.74
ID3000,14.5
ID3001,174.58
ID3002,2.56
ID3003,31.0
ID3004,174.08
ID3005,22.0
ID3006,257.55
ID3007,226.5
ID3008,173.75
ID3009,199.31
ID3010,172.0
ID3011,15.0
ID3012,171.25
ID3013,177.75
ID3014,264.75
ID3015,389.08
ID3016,376.83
ID3017,196.5
ID3018,51.5
ID3019,212.0
ID3020,14.75
ID3021,168.65
ID3022,192.75
ID3023,279.25
ID3024,433.25
ID3025,7.25
ID3026,281.92
ID3027,171.5
ID3028,186.25
ID3029,185.0
ID3030,224.66
ID3031,606.83
ID3032,258.0
ID3033,191.75
ID3034,234.53
ID3035,190.25
ID3036,180.25
ID3037,191.1
ID3038,201.25
ID3039,169.5
ID3040,94.0
ID3041,197.53
ID3042,85.0
ID3043,203.0
ID3044,167.38
ID3045,190.5
ID3046,169.5
ID3047,173.99
ID3048,178.45
ID3049,30.99
ID3050,203.25
ID3051,215.25
ID3052,196.66
ID3053,205.0
ID3054,8.5
ID3055,1.75
ID3056,172.75
ID3057,190.0
ID3058,294.03
ID3059,196.33
ID3060,199.56
ID3061,72.31
ID3062,176.86
ID3063,422.38
ID3064,196.75
ID3065,2.99
ID3066,269.5
ID3067,111.62
ID3068,489.91
ID3069,206.5
ID3070,233.0
ID3071,384.57
ID3072,215.78
ID3073,5.0
ID3074,272.5
ID3075,30.5
ID3076,246.75
ID3077,187.5
ID3078,2.0
ID3079,201.99
ID3080,190.5
ID3081,175.0
ID3082,177.0
ID3083,209.75
ID3084,250.0
ID3085,190.0
ID3086,252.99
ID3087,208.25
ID3088,181.75
ID3089,213.62
ID3090,186.84
ID3091,165.31
ID3092,319.9
ID3093,8.25
ID3094,382.25
ID3095,211.41
ID3096,199.25
ID3097,246.0
ID3098,238.16
ID3099,29.5
ID3100,188.25
ID3101,198.0
ID3102,172.56
ID3103,223.0
ID3104,170.66
ID3105,232.5
ID3106,284.37
ID3107,200.58
ID3108,246.25
ID3109,228.5
ID3110,192.56
ID3111,177.74
ID3112,196.25
ID3113,245.33
ID3114,535.67
ID3115,224.25
ID3116,12.5
ID3117,36.825
ID3118,164.0
ID3119,32.0
ID3120,140.15
ID3121,222.25
ID3122,0.0
ID3123,192.56
ID3124,124.4
ID3125,29.25
ID3126,15.25
ID3127,300.5
ID3128,176.5
ID3129,173.0
ID3130,197.48
ID3131,169.75
ID3132,164.5
ID3133,168.0
ID3134,196.08
