household_ID,NoOfHoursStay
ID1540,406.0
ID1541,498.0
ID1542,710.0
ID1543,420.0
ID1544,456.0
ID1545,568.0
ID1546,303.0
ID1547,198.0
ID1548,240.0
ID1549,158.0
ID1550,672.0
ID1551,210.0
ID1552,329.0
ID1553,13.0
ID1554,849.0
ID1555,736.0
ID1556,763.0
ID1557,400.0
ID1558,505.0
ID1559,406.0
ID1560,840.0
ID1561,168.0
ID1562,480.0
ID1563,515.0
ID1564,839.0
ID1565,382.0
ID1566,453.0
ID1567,755.0
ID1568,17.0
ID1569,276.0
ID1570,239.5
ID1571,287.0
ID1572,726.0
ID1573,388.0
ID1574,98.0
ID1575,336.0
ID1576,680.0
ID1577,196.0
ID1578,354.0
ID1579,397.0
ID1580,108.0
ID1581,440.0
ID1582,300.0
ID1583,336.0
ID1584,168.0
ID1585,444.0
ID1586,406.5
ID1587,693.0
ID1588,173.0
ID1589,399.0
ID1590,564.0
ID1591,456.0
ID1592,336.0
ID1593,292.0
ID1594,245.0
ID1595,961.0
ID1596,204.0
ID1597,220.0
ID1598,300.0
ID1599,564.0
ID1600,575.0
ID1601,482.0
ID1602,856.0
ID1603,901.0
ID1604,418.0
ID1605,441.0
ID1606,1015.0
ID1607,736.0
ID1608,308.0
ID1609,477.0
ID1610,587.0
ID1611,1035.0
ID1612,520.0
ID1613,1016.0
ID1614,605.0
ID1615,655.0
ID1616,413.0
ID1617,666.0
ID1618,588.0
ID1619,700.0
ID1620,495.0
ID1621,630.0
ID1622,420.0
ID1623,468.0
ID1624,517.0
ID1625,804.0
ID1626,387.0
ID1627,578.0
ID1628,304.0
ID1629,336.0
ID1630,291.0
ID1631,592.0
ID1632,402.0
ID1633,150.0
ID1634,877.0
ID1635,318.0
ID1636,435.0
ID1637,491.0
ID1638,150.0
ID1639,463.0
ID1640,168.0
ID1641,456.0
ID1642,504.0
ID1643,495.0
ID1644,266.0
ID1645,386.0
ID1646,275.0
ID1647,882.0
ID1648,522.0
ID1649,636.0
ID1650,742.0
ID1651,201.0
ID1652,378.0
ID1653,480.0
ID1654,506.0
ID1655,444.0
ID1656,316.0
ID1657,236.0
ID1658,492.0
ID1659,556.0
ID1660,736.0
ID1661,336.0
ID1662,273.0
ID1663,384.0
ID1664,250.5
ID1665,488.0
ID1666,666.0
ID1667,336.0
ID1668,840.0
ID1669,380.0
ID1670,252.0
ID1671,405.0
ID1672,336.0
ID1673,408.0
ID1674,336.0
ID1675,336.0
ID1676,114.5
ID1677,300.0
ID1678,740.0
ID1679,344.0
ID1680,735.0
ID1681,260.0
ID1682,328.0
ID1683,886.0
ID1684,550.0
ID1685,581.0
ID1686,385.0
ID1687,840.0
ID1688,530.0
ID1689,88.0
ID1690,468.0
ID1691,250.0
ID1692,328.0
ID1693,414.0
ID1694,721.0
ID1695,336.0
ID1696,549.0
ID1697,469.0
ID1698,168.0
ID1699,248.0
ID1700,310.0
ID1701,522.0
ID1702,798.0
ID1703,496.0
ID1704,988.0
ID1705,624.0
ID1706,842.0
ID1707,288.0
ID1708,504.0
ID1709,700.0
ID1710,769.0
ID1711,548.0
ID1712,245.0
ID1713,1036.0
ID1714,456.0
ID1715,406.0
ID1716,250.0
ID1717,387.0
ID1718,308.0
ID1719,800.0
ID1720,574.0
ID1721,336.0
ID1722,710.0
ID1723,688.0
ID1724,601.0
ID1725,336.0
ID1726,896.0
ID1727,336.0
ID1728,819.0
ID1729,461.0
ID1730,756.0
ID1731,279.0
ID1732,334.0
ID1733,205.0
ID1734,869.0
ID1735,49.0
ID1736,276.0
ID1737,765.0
ID1738,628.0
ID1739,213.0
ID1740,480.0
ID1741,557.0
ID1742,594.0
ID1743,581.0
ID1744,279.0
ID1745,634.0
ID1746,38.0
ID1747,531.0
ID1748,168.0
ID1749,454.0
ID1750,642.0
ID1751,240.0
ID1752,705.0
ID1753,426.0
ID1754,532.0
ID1755,252.0
ID1756,307.0
ID1757,592.0
ID1758,501.0
ID1759,438.0
ID1760,308.0
ID1761,587.0
ID1762,644.0
ID1763,294.0
ID1764,448.0
ID1765,12.0
ID1766,570.0
ID1767,56.0
ID1768,746.0
ID1769,1316.0
ID1770,500.0
ID1771,588.0
ID1772,401.0
ID1773,613.0
ID1774,726.0
ID1775,614.0
ID1776,126.0
ID1777,502.0
ID1778,308.0
ID1779,250.0
ID1780,624.0
ID1781,756.0
ID1782,383.0
ID1783,495.0
ID1784,731.0
ID1785,476.0
ID1786,310.0
ID1787,47.0
ID1788,602.0
ID1789,320.3
ID1790,325.0
ID1791,614.0
ID1792,496.0
ID1793,168.0
ID1794,574.0
ID1795,504.0
ID1796,588.0
ID1797,462.0
ID1798,648.0
ID1799,220.0
ID1800,570.0
ID1801,147.0
ID1802,504.0
ID1803,717.0
ID1804,481.0
ID1805,579.0
ID1806,707.0
ID1807,370.0
ID1808,733.0
ID1809,4.0
ID1810,616.0
ID1811,420.0
ID1812,716.0
ID1813,384.0
ID1814,830.0
ID1815,292.0
ID1816,424.0
ID1817,374.0
ID1818,532.0
ID1819,539.0
ID1820,686.0
ID1821,1046.0
ID1822,1105.0
ID1823,544.0
ID1824,673.0
ID1825,570.0
ID1826,559.0
ID1827,456.0
ID1828,944.0
ID1829,390.0
ID1830,420.0
ID1831,238.0
ID1832,320.0
ID1833,650.0
ID1834,268.0
ID1835,313.0
ID1836,420.0
ID1837,336.0
ID1838,672.0
ID1839,819.0
ID1840,430.0
ID1841,491.0
ID1842,558.0
ID1843,504.0
ID1844,264.0
ID1845,288.0
ID1846,560.0
ID1847,320.0
ID1848,308.0
ID1849,0.0
ID1850,670.0
ID1851,288.0
ID1852,542.0
ID1853,481.0
ID1854,469.0
ID1855,331.0
ID1856,556.0
ID1857,510.0
ID1858,373.5
ID1859,323.0
ID1860,294.0
ID1861,336.0
ID1862,566.0
ID1863,450.0
ID1864,718.0
ID1865,328.0
ID1866,364.0
ID1867,528.0
ID1868,902.0
ID1869,322.0
ID1870,867.0
ID1871,391.0
ID1872,732.0
ID1873,713.0
ID1874,967.0
ID1875,1003.0
ID1876,382.0
ID1877,592.0
ID1878,600.0
ID1879,154.0
ID1880,669.0
ID1881,814.0
ID1882,142.0
ID1883,508.0
ID1884,340.0
ID1885,603.0
ID1886,1008.0
ID1887,520.0
ID1888,240.0
ID1889,573.0
ID1890,624.0
ID1891,836.0
ID1892,430.0
ID1893,493.0
ID1894,222.0
ID1895,280.0
ID1896,628.0
ID1897,529.0
ID1898,597.9
ID1899,793.0
ID1900,140.0
ID1901,321.0
ID1902,240.0
ID1903,252.0
ID1904,336.0
ID1905,436.2
ID1906,535.0
ID1907,412.0
ID1908,766.0
ID1909,400.0
ID1910,138.0
ID1911,519.0
ID1912,620.0
ID1913,786.0
ID1914,168.0
ID1915,168.0
ID1916,616.0
ID1917,338.0
ID1918,866.0
ID1919,535.0
ID1920,363.0
ID1921,213.0
ID1922,240.0
ID1923,336.0
ID1924,718.0
ID1925,602.0
ID1926,649.0
ID1927,948.0
ID1928,350.0
ID1929,648.0
ID1930,420.0
ID1931,328.0
ID1932,120.0
ID1933,504.0
ID1934,262.0
ID1935,320.0
ID1936,579.0
ID1937,820.0
ID1938,670.0
ID1939,338.0
ID1940,718.0
ID1941,578.0
ID1942,510.0
ID1943,506.0
ID1944,454.0
ID1945,808.0
ID1946,189.0
ID1947,739.0
ID1948,309.0
ID1949,561.0
ID1950,591.0
ID1951,664.0
ID1952,390.0
ID1953,454.0
ID1954,273.0
ID1955,610.0
ID1956,546.0
ID1957,370.0
ID1958,594.0
ID1959,380.0
ID1960,490.5
ID1961,320.0
ID1962,294.0
ID1963,168.0
ID1964,770.0
ID1965,576.0
ID1966,589.0
ID1967,94.0
ID1968,504.0
ID1969,41.5
ID1970,568.0
ID1971,659.0
ID1972,110.0
ID1973,505.0
ID1974,460.66
ID1975,333.0
ID1976,483.0
ID1977,1379.0
ID1978,336.0
ID1979,749.0
ID1980,284.0
ID1981,504.0
ID1982,638.0
ID1983,791.0
ID1984,1120.0
ID1985,436.0
ID1986,711.0
ID1987,794.0
ID1988,336.0
ID1989,200.0
ID1990,819.0
ID1991,689.0
ID1992,761.0
ID1993,954.0
ID1994,456.0
ID1995,474.0
ID1996,252.0
ID1997,596.0
ID1998,890.0
ID1999,84.0
ID2000,322.0
ID2001,1039.0
ID2002,796.0
ID2003,331.0
ID2004,474.0
ID2005,1086.0
ID2006,371.0
ID2007,658.0
ID2008,558.0
ID2009,161.0
ID2010,336.0
ID2011,146.0
ID2012,574.0
ID2013,627.0
ID2014,575.0
ID2015,626.0
ID2016,36.0
ID2017,508.0
ID2018,614.0
ID2019,441.0
ID2020,438.0
ID2021,132.0
ID2022,519.0
ID2023,555.0
ID2024,321.0
ID2025,294.0
ID2026,406.0
ID2027,866.0
ID2028,220.0
ID2029,532.0
ID2030,630.0
ID2031,462.0
ID2032,653.0
ID2033,332.0
ID2034,561.0
ID2035,344.0
ID2036,882.0
ID2037,1116.0
ID2038,506.0
ID2039,430.0
ID2040,504.0
ID2041,958.0
ID2042,566.0
ID2043,679.0
ID2044,238.0
ID2045,390.0
ID2046,828.0
ID2047,561.0
ID2048,430.0
ID2049,920.0
ID2050,504.0
ID2051,332.0
ID2052,322.0
ID2053,621.0
ID2054,736.0
ID2055,318.0
ID2056,504.0
ID2057,518.0
ID2058,492.0
ID2059,1062.0
ID2060,964.0
ID2061,633.0
ID2062,538.0
ID2063,550.0
ID2064,614.0
ID2065,530.0
ID2066,371.0
ID2067,535.0
ID2068,1508.0
ID2069,448.0
ID2070,480.0
ID2071,276.0
ID2072,20.0
ID2073,396.0
ID2074,258.0
ID2075,399.0
ID2076,556.0
ID2077,504.0
ID2078,350.0
ID2079,330.0
ID2080,784.0
ID2081,771.0
ID2082,812.0
ID2083,948.0
ID2084,676.0
ID2085,736.0
ID2086,774.0
ID2087,336.0
ID2088,532.0
ID2089,448.0
ID2090,1008.0
ID2091,1082.0
ID2092,588.0
ID2093,630.0
ID2094,737.0
ID2095,658.0
ID2096,556.0
ID2097,1082.0
ID2098,0.0
ID2099,585.0
ID2100,644.0
ID2101,1332.0
ID2102,357.0
ID2103,945.0
ID2104,403.0
ID2105,291.0
ID2106,624.0
ID2107,210.0
ID2108,391.0
ID2109,361.0
ID2110,766.0
ID2111,198.0
ID2112,695.0
ID2113,1359.0
ID2114,438.0
ID2115,794.0
ID2116,480.0
ID2117,1021.0
ID2118,1104.0
ID2119,468.0
ID2120,168.0
ID2121,636.0
ID2122,1098.142
ID2123,579.0
ID2124,1.0
ID2125,789.0
ID2126,378.0
ID2127,32.0
ID2128,61.0
ID2129,606.0
ID2130,406.0
ID2131,620.0
ID2132,932.0
ID2133,318.0
ID2134,390.0
ID2135,228.0
ID2136,58.0
ID2137,838.0
ID2138,681.0
ID2139,266.0
ID2140,572.0
ID2141,456.0
ID2142,252.0
ID2143,612.0
ID2144,617.0
ID2145,50.0
ID2146,335.0
ID2147,168.0
ID2148,744.0
ID2149,193.0
ID2150,480.0
ID2151,454.0
ID2152,525.0
ID2153,358.0
ID2154,426.0
ID2155,480.0
ID2156,249.3
ID2157,1399.0
ID2158,823.0
ID2159,336.0
ID2160,288.0
ID2161,400.0
ID2162,336.0
ID2163,695.0
ID2164,806.0
ID2165,578.0
ID2166,350.0
ID2167,356.0
ID2168,699.0
ID2169,712.0
ID2170,316.0
ID2171,96.0
ID2172,1027.0
ID2173,355.0
ID2174,571.0
ID2175,336.0
ID2176,281.0
ID2177,448.0
ID2178,401.0
ID2179,1169.0
ID2180,497.0
ID2181,801.0
ID2182,168.0
ID2183,456.0
ID2184,336.0
ID2185,436.0
ID2186,1344.0
ID2187,272.0
ID2188,308.0
ID2189,840.0
ID2190,466.0
ID2191,15.0
ID2192,165.0
ID2193,513.5
ID2194,336.0
ID2195,517.0
ID2196,403.0
ID2197,576.0
ID2198,636.0
ID2199,412.0
ID2200,350.0
ID2201,760.0
ID2202,336.0
ID2203,364.5
ID2204,539.4
ID2205,1176.0
ID2206,0.0
ID2207,636.0
ID2208,486.0
ID2209,734.0
ID2210,322.0
ID2211,888.0
ID2212,329.0
ID2213,663.0
ID2214,900.0
ID2215,584.0
ID2216,336.0
ID2217,396.0
ID2218,516.0
ID2219,569.0
ID2220,911.0
ID2221,431.0
ID2222,68.0
ID2223,264.0
ID2224,225.0
ID2225,168.0
ID2226,563.0
ID2227,581.0
ID2228,639.0
ID2229,456.0
ID2230,492.0
ID2231,1151.0
ID2232,396.0
ID2233,478.5
ID2234,672.0
ID2235,214.0
ID2236,353.0
ID2237,679.0
ID2238,168.0
ID2239,406.0
ID2240,311.0
ID2241,290.0
ID2242,876.0
ID2243,576.0
ID2244,800.0
ID2245,434.0
ID2246,719.0
ID2247,368.0
ID2248,759.0
ID2249,789.0
ID2250,654.0
ID2251,1046.0
ID2252,336.0
ID2253,912.0
ID2254,554.0
ID2255,168.0
ID2256,252.0
ID2257,1.0
ID2258,598.0
ID2259,470.0
ID2260,550.0
ID2261,108.0
ID2262,501.0
ID2263,604.0
ID2264,624.0
ID2265,418.0
ID2266,746.0
ID2267,294.0
ID2268,588.0
ID2269,926.0
ID2270,554.0
ID2271,70.0
ID2272,350.0
ID2273,1143.0
ID2274,390.0
ID2275,625.0
ID2276,696.0
ID2277,459.0
ID2278,920.0
ID2279,60.0
ID2280,809.0
ID2281,573.0
ID2282,300.0
ID2283,733.0
ID2284,490.0
ID2285,1350.0
ID2286,862.0
ID2287,706.0
ID2288,672.0
ID2289,721.0
ID2290,336.0
ID2291,511.0
ID2292,27.0
ID2293,364.0
ID2294,336.0
ID2295,380.0
ID2296,168.0
ID2297,252.0
ID2298,530.0
ID2299,630.0
ID2300,293.0
ID2301,828.0
ID2302,952.0
ID2303,496.0
ID2304,528.0
ID2305,782.0
ID2306,433.0
ID2307,852.0
ID2308,150.0
ID2309,310.0
ID2310,658.0
ID2311,404.0
ID2312,459.0
ID2313,654.0
ID2314,323.0
ID2315,586.0
ID2316,210.0
ID2317,244.0
ID2318,453.0
ID2319,882.0
ID2320,312.0
ID2321,560.0
ID2322,336.0
ID2323,668.0
ID2324,718.0
ID2325,96.0
ID2326,589.0
ID2327,168.0
ID2328,405.0
ID2329,756.0
ID2330,560.0
ID2331,49.0
ID2332,767.3
ID2333,168.0
ID2334,399.0
ID2335,742.0
ID2336,193.0
ID2337,441.0
ID2338,871.0
ID2339,1072.0
ID2340,549.0
ID2341,1781.0
ID2342,168.0
ID2343,337.0
ID2344,552.0
ID2345,392.0
ID2346,607.0
ID2347,522.0
ID2348,503.0
ID2349,402.0
ID2350,510.0
ID2351,635.0
ID2352,333.0
ID2353,144.0
ID2354,308.0
ID2355,908.0
ID2356,216.0
ID2357,736.0
ID2358,310.0
ID2359,304.0
ID2360,648.0
ID2361,735.0
ID2362,248.0
ID2363,942.0
ID2364,168.0
ID2365,401.0
ID2366,10.0
ID2367,1030.0
ID2368,342.0
ID2369,1024.0
ID2370,900.0
ID2371,316.0
ID2372,1162.0
ID2373,710.0
ID2374,668.0
ID2375,398.0
ID2376,920.0
ID2377,1092.0
ID2378,928.0
ID2379,334.0
ID2380,610.0
ID2381,764.0
ID2382,588.0
ID2383,336.0
ID2384,160.0
ID2385,120.0
ID2386,584.0
ID2387,778.0
ID2388,552.0
ID2389,756.0
ID2390,252.0
ID2391,612.0
ID2392,436.0
ID2393,534.0
ID2394,926.0
ID2395,422.0
ID2396,988.0
ID2397,456.0
ID2398,528.0
ID2399,305.0
ID2400,446.0
ID2401,740.0
ID2402,168.0
ID2403,792.0
ID2404,564.0
ID2405,1008.0
ID2406,588.0
ID2407,560.0
ID2408,84.0
ID2409,588.0
ID2410,420.0
ID2411,508.0
ID2412,955.0
ID2413,295.0
ID2414,910.0
ID2415,600.0
ID2416,582.0
ID2417,328.0
ID2418,308.0
ID2419,660.0
ID2420,603.0
ID2421,840.0
ID2422,665.0
ID2423,168.0
ID2424,486.0
ID2425,200.0
ID2426,80.0
ID2427,638.0
ID2428,828.0
ID2429,480.0
ID2430,676.168
ID2431,470.0
ID2432,541.0
ID2433,541.0
ID2434,436.0
ID2435,195.0
ID2436,264.0
ID2437,731.0
ID2438,900.0
ID2439,312.0
ID2440,417.0
ID2441,600.0
ID2442,321.0
ID2443,236.0
ID2444,168.0
ID2445,876.0
ID2446,480.0
ID2447,432.0
ID2448,336.0
ID2449,350.0
ID2450,518.0
ID2451,240.0
ID2452,804.0
ID2453,184.0
ID2454,420.0
ID2455,420.0
ID2456,374.0
ID2457,264.0
ID2458,305.0
ID2459,352.0
ID2460,409.0
ID2461,336.0
ID2462,797.0
ID2463,91.0
ID2464,542.5
ID2465,372.0
ID2466,252.0
ID2467,168.0
ID2468,525.0
ID2469,434.0
ID2470,318.0
ID2471,400.0
ID2472,286.0
ID2473,407.0
ID2474,512.0
ID2475,308.0
ID2476,1611.0
ID2477,588.0
ID2478,852.0
ID2479,40.0
ID2480,322.0
ID2481,318.0
ID2482,342.0
ID2483,336.0
ID2484,204.0
ID2485,310.0
ID2486,488.0
ID2487,527.0
ID2488,436.0
ID2489,358.0
ID2490,570.0
ID2491,309.0
ID2492,461.0
ID2493,354.0
ID2494,328.0
ID2495,100.0
ID2496,917.0
ID2497,319.0
ID2498,476.0
ID2499,118.0
ID2500,768.0
ID2501,228.0
ID2502,336.0
ID2503,532.0
ID2504,635.0
ID2505,368.0
ID2506,427.0
ID2507,371.0
ID2508,206.0
ID2509,504.0
ID2510,570.0
ID2511,318.0
ID2512,515.0
ID2513,290.0
ID2514,583.0
ID2515,468.0
ID2516,428.0
ID2517,138.0
ID2518,840.0
ID2519,672.0
ID2520,780.0
ID2521,672.0
ID2522,840.0
ID2523,600.0
ID2524,736.0
ID2525,504.0
ID2526,421.0
ID2527,273.0
ID2528,878.0
ID2529,108.0
ID2530,568.0
ID2531,573.0
ID2532,644.0
ID2533,612.0
ID2534,820.0
ID2535,514.0
ID2536,323.0
ID2537,298.0
ID2538,1037.0
ID2539,594.0
ID2540,422.0
ID2541,964.0
ID2542,165.0
ID2543,72.0
ID2544,198.0
ID2545,328.0
ID2546,356.0
ID2547,762.0
ID2548,608.0
ID2549,290.0
ID2550,550.0
ID2551,573.0
ID2552,424.0
ID2553,714.5
ID2554,734.33
ID2555,825.0
ID2556,77.0
ID2557,500.0
ID2558,500.0
ID2559,214.0
ID2560,224.0
ID2561,279.0
ID2562,1243.0
ID2563,540.0
ID2564,380.0
ID2565,584.0
ID2566,96.0
ID2567,1048.0
ID2568,1004.0
ID2569,594.0
ID2570,356.0
ID2571,896.0
ID2572,708.0
ID2573,756.0
ID2574,208.0
ID2575,84.0
ID2576,72.0
ID2577,681.0
ID2578,504.0
ID2579,426.0
ID2580,308.0
ID2581,754.0
ID2582,180.0
ID2583,834.0
ID2584,436.0
ID2585,406.0
ID2586,336.0
ID2587,535.0
ID2588,988.0
ID2589,130.0
ID2590,688.0
ID2591,462.0
ID2592,336.0
ID2593,637.0
ID2594,372.0
ID2595,168.0
ID2596,336.0
ID2597,336.0
ID2598,520.0
ID2599,496.0
ID2600,752.0
ID2601,448.0
ID2602,504.0
ID2603,292.0
ID2604,336.0
ID2605,448.0
ID2606,576.0
ID2607,785.0
ID2608,626.0
ID2609,504.0
ID2610,1058.0
ID2611,446.0
ID2612,336.0
ID2613,966.0
ID2614,344.0
ID2615,416.0
ID2616,776.0
ID2617,750.0
ID2618,632.0
ID2619,254.0
ID2620,330.0
ID2621,450.0
ID2622,876.0
ID2623,756.0
ID2624,712.0
ID2625,456.0
ID2626,388.0
ID2627,373.5
ID2628,397.0
ID2629,631.0
ID2630,878.0
ID2631,475.0
ID2632,910.0
ID2633,606.0
ID2634,767.0
ID2635,478.0
ID2636,335.0
ID2637,624.0
ID2638,168.0
ID2639,444.0
ID2640,574.0
ID2641,280.0
ID2642,1013.0
ID2643,642.0
ID2644,336.0
ID2645,699.0
ID2646,282.0
ID2647,536.0
ID2648,676.0
ID2649,222.0
ID2650,409.0
ID2651,368.0
ID2652,288.0
ID2653,948.0
ID2654,345.0
ID2655,312.0
ID2656,485.0
ID2657,100.0
ID2658,323.0
ID2659,168.0
ID2660,105.0
ID2661,120.0
ID2662,204.0
ID2663,1008.0
ID2664,308.0
ID2665,0.0
ID2666,441.0
ID2667,504.0
ID2668,348.0
ID2669,779.0
ID2670,778.0
ID2671,278.0
ID2672,890.0
ID2673,733.0
ID2674,539.0
ID2675,392.0
ID2676,168.0
ID2677,401.5
ID2678,1003.0
ID2679,490.0
ID2680,462.0
ID2681,414.0
ID2682,646.0
ID2683,478.0
ID2684,369.0
ID2685,840.0
ID2686,566.0
ID2687,124.0
ID2688,203.0
ID2689,308.0
ID2690,616.0
ID2691,362.0
ID2692,526.0
ID2693,453.0
ID2694,168.0
ID2695,1072.0
ID2696,225.0
ID2697,609.0
ID2698,834.0
ID2699,260.0
ID2700,70.0
ID2701,615.0
ID2702,336.0
ID2703,504.0
ID2704,480.0
ID2705,298.0
ID2706,140.0
ID2707,316.0
ID2708,825.0
ID2709,504.0
ID2710,1347.0
ID2711,362.5
ID2712,275.0
ID2713,438.0
ID2714,1495.0
ID2715,854.0
ID2716,518.0
ID2717,790.0
ID2718,513.0
ID2719,259.0
ID2720,105.0
ID2721,744.0
ID2722,238.0
ID2723,168.0
ID2724,525.0
ID2725,659.0
ID2726,812.0
ID2727,290.0
ID2728,380.0
ID2729,1008.0
ID2730,252.0
ID2731,336.0
ID2732,868.0
ID2733,312.0
ID2734,480.0
ID2735,236.0
ID2736,288.0
ID2737,769.0
ID2738,602.0
ID2739,448.0
ID2740,460.0
ID2741,369.0
ID2742,712.0
ID2743,266.0
ID2744,572.0
ID2745,541.0
ID2746,812.0
ID2747,600.0
ID2748,560.0
ID2749,458.0
ID2750,300.0
ID2751,336.0
ID2752,590.0
ID2753,330.0
ID2754,711.0
ID2755,416.0
ID2756,413.0
ID2757,190.0
ID2758,336.0
ID2759,252.0
ID2760,288.0
ID2761,762.0
ID2762,688.0
ID2763,512.0
ID2764,160.0
ID2765,644.0
ID2766,323.0
ID2767,585.0
ID2768,354.0
ID2769,315.0
ID2770,462.0
ID2771,418.5
ID2772,640.0
ID2773,336.0
ID2774,402.0
ID2775,890.0
ID2776,552.0
ID2777,250.0
ID2778,465.0
ID2779,558.0
ID2780,733.0
ID2781,524.0
ID2782,780.0
ID2783,540.3
ID2784,427.0
ID2785,594.0
ID2786,241.0
ID2787,326.0
ID2788,617.0
ID2789,291.0
ID2790,287.0
ID2791,320.0
ID2792,428.0
ID2793,360.0
ID2794,411.0
ID2795,608.0
ID2796,48.0
ID2797,548.0
ID2798,565.0
ID2799,618.0
ID2800,462.0
ID2801,516.0
ID2802,280.0
ID2803,445.5
ID2804,205.0
ID2805,681.0
ID2806,698.75
ID2807,534.83
ID2808,504.0
ID2809,597.0
ID2810,552.0
ID2811,658.0
ID2812,762.0
ID2813,244.0
ID2814,478.0
ID2815,663.0
ID2816,483.0
ID2817,647.5
ID2818,518.0
ID2819,360.0
ID2820,214.0
ID2821,70.0
ID2822,567.0
ID2823,168.0
ID2824,675.0
ID2825,238.0
ID2826,837.0
ID2827,504.0
ID2828,72.0
ID2829,154.0
ID2830,674.0
ID2831,484.0
ID2832,176.0
ID2833,511.0
ID2834,709.5
ID2835,443.0
ID2836,158.0
ID2837,468.0
ID2838,306.0
ID2839,548.0
ID2840,636.0
ID2841,249.0
ID2842,960.0
ID2843,281.0
ID2844,472.0
ID2845,1068.0
ID2846,346.5
ID2847,168.0
ID2848,464.0
ID2849,336.0
ID2850,780.0
ID2851,330.0
ID2852,432.0
ID2853,420.0
ID2854,852.0
ID2855,812.0
ID2856,567.0
ID2857,192.0
ID2858,937.0
ID2859,474.0
ID2860,488.0
ID2861,303.0
ID2862,804.0
ID2863,430.67
ID2864,730.0
ID2865,500.0
ID2866,1088.0
ID2867,388.0
ID2868,390.0
ID2869,525.0
ID2870,165.0
ID2871,336.0
ID2872,515.0
ID2873,450.0
ID2874,473.0
ID2875,489.0
ID2876,411.0
ID2877,454.0
ID2878,620.0
ID2879,404.0
ID2880,1479.0
ID2881,739.5
ID2882,688.25
ID2883,356.5
ID2884,168.0
ID2885,24.0
ID2886,489.0
ID2887,336.0
ID2888,728.0
ID2889,511.0
ID2890,620.0
ID2891,366.0
ID2892,578.0
ID2893,595.0
ID2894,287.0
ID2895,820.7
ID2896,920.0
ID2897,478.0
ID2898,549.0
ID2899,168.0
ID2900,344.75
ID2901,313.0
ID2902,636.0
ID2903,820.0
ID2904,516.0
ID2905,154.0
ID2906,712.0
ID2907,703.0
ID2908,552.0
ID2909,252.0
ID2910,550.75
ID2911,360.0
ID2912,452.0
ID2913,522.0
ID2914,268.0
ID2915,288.0
ID2916,448.0
ID2917,336.0
ID2918,460.0
ID2919,746.0
ID2920,336.0
ID2921,180.0
ID2922,803.0
ID2923,504.0
ID2924,665.0
ID2925,325.0
ID2926,310.0
ID2927,465.0
ID2928,427.0
ID2929,336.0
ID2930,566.5
ID2931,279.0
ID2932,72.0
ID2933,120.0
ID2934,334.0
ID2935,109.0
ID2936,177.0
ID2937,520.0
ID2938,630.0
ID2939,390.0
ID2940,830.0
ID2941,504.0
ID2942,432.0
ID2943,190.0
ID2944,206.0
ID2945,533.0
ID2946,475.0
ID2947,1.0
ID2948,674.0
ID2949,986.0
ID2950,704.0
ID2951,360.0
ID2952,680.0
ID2953,470.0
ID2954,330.0
ID2955,540.0
ID2956,401.0
ID2957,598.0
ID2958,762.0
ID2959,512.0
ID2960,312.0
ID2961,487.0
ID2962,672.0
ID2963,326.0
ID2964,650.0
ID2965,674.0
ID2966,864.3
ID2967,278.0
ID2968,579.0
ID2969,192.0
ID2970,448.0
ID2971,519.0
ID2972,609.0
ID2973,432.0
ID2974,336.0
ID2975,613.0
ID2976,655.0
ID2977,511.0
ID2978,493.0
ID2979,446.0
ID2980,320.0
ID2981,230.0
ID2982,500.0
ID2983,445.0
ID2984,278.0
ID2985,504.0
ID2986,328.0
ID2987,622.0
ID2988,926.0
ID2989,373.0
ID2990,593.0
ID2991,274.5
ID2992,167.0
ID2993,404.0
ID2994,717.0
ID2995,840.0
ID2996,558.0
ID2997,358.0
ID2998,328.0
ID2999,381.0
ID3000,266.0
ID3001,288.0
ID3002,94.0
ID3003,391.0
ID3004,814.0
ID3005,301.0
ID3006,625.0
ID3007,544.0
ID3008,355.0
ID3009,0.0
ID3010,428.0
ID3011,550.0
ID3012,1151.0
ID3013,1311.0
ID3014,1190.0
ID3015,685.0
ID3016,320.0
ID3017,264.0
ID3018,638.0
ID3019,490.0
ID3020,964.0
ID3021,252.0
ID3022,343.0
ID3023,453.0
ID3024,281.0
ID3025,799.0
ID3026,315.0
ID3027,418.0
ID3028,269.0
ID3029,465.0
ID3030,346.75
ID3031,526.0
ID3032,492.0
ID3033,308.0
ID3034,497.0
ID3035,333.0
ID3036,345.0
ID3037,581.0
ID3038,680.0
ID3039,208.0
ID3040,568.0
ID3041,866.0
ID3042,490.0
ID3043,390.0
ID3044,755.0
ID3045,521.5
ID3046,860.0
ID3047,440.5
ID3048,483.0
ID3049,636.0
ID3050,847.0
ID3051,540.0
ID3052,526.0
ID3053,360.0
ID3054,442.0
ID3055,256.0
ID3056,529.0
ID3057,439.0
ID3058,814.0
ID3059,621.0
ID3060,598.0
ID3061,166.0
ID3062,506.0
ID3063,728.0
ID3064,716.0
ID3065,375.0
ID3066,560.0
ID3067,743.0
ID3068,504.0
ID3069,720.0
ID3070,692.0
ID3071,451.0
ID3072,365.0
ID3073,248.0
ID3074,745.0
ID3075,336.0
ID3076,854.0
ID3077,384.0
ID3078,639.0
ID3079,454.0
ID3080,707.0
ID3081,112.0
ID3082,698.0
ID3083,336.0
ID3084,286.0
ID3085,350.0
ID3086,672.0
